class,review_text
1,"I found this DVD very difficult to watch - and not because of its violent content. The manufacturers have chosen not to present it in widescreen - fair enough - but their idea of pan-and-scan seems to be to point whatever it is they point at the middle of the frame and keep it there without moving, so a lot of dialogue comes from characters who are off the edges, and it's basically a matter of luck as to whether or not important action ends up in frame."
1,"I purchased this product for my 3 yr. old grandson for his birthday because he wanted a yellow tow truck. I am sorry to say that this toy ??is way to small for a 3 yr.old as he could esily swallow it. Where this unit is not much larger than a quarter, made of PLASTIC, I feel that $15.59 plus $7.99 s/h (which is outrages charges)that a warning should be place in the advertisement that this product could be swallowed by a young child. I would send it back but not able to as once his parents showed it to him, well, you can guess the rest. Consequently, I would not reccommend this toy except to collectors. B"
1,"Quality of the peanuts are okay (on a quality rating scale of okay, good and fine) but the size of the peanuts are the smallest I have found in my local grocery chains. I only buy this brand when I am desperate...so if you are desperate, buy away or if you are a fan of small, okay peanuts then look no more, you have found your peanut utopia.Otherwise, keep on looking...."
1,"...Under Me Sleng Teng killed it. Prince Jammy went from the penthouse to the outhouse with this. ""Give me a session, not another version"" - Bob Marley"
2,"muy buen disco de esta banda, temas muy pegajosos y ritmicos, lo recomiendo mucho para la gente que gusta del rock en espaniol"
1,"If you like hearing your music as played through a mattress, this CD is for you."
1,"Beware item # is wrong, description is wrong, do not oeder unless you want dummy knob in polished brass, not antique."
2,"I have always thought I was a ""spiritual"" person, but this book is a real eye-opener. I love to read and I'd highly recommend this book for those searching for true spirituality and happiness in their lives. He presents his case for ""living in the now"" and just what that means to him. Although it's not excactly a new concept, the wisdom he imparts is priceless. Great read!"
2,"This is a good fryer and it worked well the few times we used it. We wound up getting rid of it because we found it difficult to store because we did not use it on a daily or even weekly basis. So we had to change the oils which got expensive and again, we had space considerations. IF you have space and you use deep friers often, this was a great unit."
2,"The second I pressed play on this cd I was assaulted with a huge battalion of sound. This (to me) is a sign of a cd I'm goin to listen to for a while. While I do agree with some people when they say that the drums are quite weak most of the time and the vocals leave much to be desired, the important thing is that this cd may very well make your nana explode if played loud enough"
1,"I was reluctant to purchase scent diffuser online, but did, based on the reviews, which were unanimous. There isn't much sense in reviewing a product whose appeal depends on personal taste. I wanted, however, to correct the impression that the scent is pleasant and likeable by default, i.e., has a very broad appeal. I certainly disagree.Lesson learned."
1,I was very disappointed with this listenandlive title. All the advice and tips are so obvious and just statements of common sense. In fact many things seem contrived and the advice given does not seem practical at all. A lot of it is obsolete like the chapter about emails.
